,Race,Alcohol,Junky,Supervised Release,Married,Felony,WorkRelease,Crime against Property,Crime against Person,Gender,Priors,YearsSchool,PrisonViolations,Age,MonthsServed,Target
4687,0,1,0,1,1,0,0,0,1,1,2,2,2,3,0,0
3328,1,0,0,1,1,1,0,1,0,0,2,2,0,2,1,0
1530,0,0,1,1,1,0,0,1,0,1,2,3,2,0,3,1
1410,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
3524,1,0,0,0,1,0,1,0,0,1,3,1,0,3,2,0
4401,1,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0
4762,0,0,0,0,1,1,0,1,0,1,0,3,2,1,0,1
83,0,0,1,1,1,0,0,0,0,1,2,1,0,0,1,0
868,1,1,1,1,1,1,1,1,0,1,0,1,0,2,1,1
2350,1,0,0,0,1,0,1,0,0,1,0,3,0,1,0,1
20,0,0,0,1,1,1,1,0,0,1,3,1,1,1,3,1
3935,0,0,0,1,1,0,1,0,0,1,0,3,0,1,3,0
3837,1,1,0,1,1,0,0,1,0,1,0,1,0,2,1,1
2795,1,1,1,0,1,1,0,1,0,1,2,1,2,2,2,1
3453,0,0,0,1,0,1,1,1,0,1,0,3,2,1,3,0
4888,0,1,0,1,1,1,1,1,0,1,0,3,0,0,3,1
1562,0,0,0,1,0,0,0,0,1,1,2,1,2,1,2,0
4309,0,1,0,0,0,0,1,0,0,1,1,0,0,3,1,1
3093,0,0,0,1,1,1,0,1,0,1,0,3,2,1,0,0
3155,1,0,0,1,1,0,0,1,0,1,0,1,2,2,1,1
973,1,0,0,0,1,1,1,0,1,1,1,1,1,1,3,1
1710,0,0,0,0,1,0,0,0,0,1,0,3,1,1,3,0
3201,1,0,0,1,1,0,0,0,1,1,0,3,2,3,2,0
4140,0,0,0,1,0,0,1,0,1,1,2,0,2,3,0,0
4936,1,0,0,1,1,0,0,1,0,0,2,3,2,0,2,0
1098,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1,1
4264,0,0,0,1,1,0,0,0,0,1,0,1,2,2,2,1
2844,1,0,0,1,1,1,1,1,0,1,1,2,0,3,3,0
886,1,0,0,1,1,0,1,1,0,1,2,3,2,0,2,0
5050,1,0,1,1,1,1,1,1,0,1,2,3,0,1,3,1
3878,1,0,0,1,1,0,0,1,0,1,2,2,0,2,2,1
4690,1,1,1,1,1,0,0,0,0,1,2,1,0,2,0,1
3758,1,0,0,0,0,0,1,0,0,1,2,1,0,0,3,0
4508,0,0,0,1,1,1,0,1,0,1,0,0,2,2,0,1
515,1,0,0,1,1,0,1,1,0,1,0,3,2,0,1,0
4732,1,1,1,1,1,1,1,1,0,1,0,1,0,2,1,1
737,1,0,0,0,0,0,1,0,0,1,2,2,2,3,0,0
1453,1,1,0,1,1,0,1,0,1,1,0,2,2,0,2,1
3553,1,1,0,1,0,0,0,0,0,1,0,3,2,1,0,1
2006,1,0,0,1,0,0,0,1,0,0,2,3,2,3,0,0
4816,1,0,0,1,1,1,0,1,0,1,2,2,0,2,0,1
2506,1,0,0,1,0,1,0,1,0,1,1,3,1,3,3,1
2994,0,0,0,1,1,0,0,0,0,1,2,1,1,2,1,0
2126,1,1,0,1,0,0,0,0,1,1,2,1,2,3,2,0
2926,0,0,0,0,0,1,1,1,0,1,2,1,0,0,3,0
4862,1,0,0,1,1,0,0,1,0,1,2,3,2,0,2,0
906,1,0,0,1,1,0,1,0,0,1,2,1,2,0,0,0
3846,1,0,0,0,0,0,0,1,0,1,1,1,1,3,3,1
1030,0,0,1,1,1,1,1,0,0,1,2,3,2,1,1,0
2507,0,0,0,1,1,0,1,1,0,1,0,3,2,1,1,1
2428,0,0,0,0,1,0,0,0,0,1,2,2,2,0,3,0
947,1,0,0,0,1,0,0,1,0,1,1,3,0,3,1,1
4012,0,0,0,1,1,0,0,0,0,1,2,3,2,3,2,0
762,1,1,0,1,1,0,1,1,0,1,2,1,2,1,0,0
715,0,0,0,1,1,0,0,0,0,1,2,1,0,2,1,1
284,0,0,0,0,1,1,1,0,1,1,2,1,2,0,0,0
686,1,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0
703,0,0,0,0,1,1,0,1,0,1,1,3,2,3,1,1
3341,0,0,0,1,1,0,0,1,0,0,2,1,0,2,0,0
2353,1,1,0,1,1,0,1,0,0,1,3,2,2,1,2,1
2257,0,0,0,0,0,0,0,1,0,1,0,2,0,3,3,0
3742,0,0,0,1,1,1,0,1,0,1,0,3,0,1,3,1
473,0,1,1,1,1,0,1,0,0,1,2,1,0,0,1,1
21,1,0,0,1,0,1,1,1,0,1,2,1,2,1,0,0
2752,1,0,0,0,1,0,0,0,0,1,2,2,0,0,3,0
885,1,0,0,0,1,1,1,1,0,1,2,1,0,2,3,0
2448,0,0,0,0,1,0,0,0,0,1,2,0,0,2,3,1
917,0,1,1,1,1,1,0,0,0,1,2,1,0,2,1,1
3961,0,0,0,0,1,1,1,0,0,1,3,1,2,0,2,1
3955,1,1,1,1,1,0,0,0,0,1,3,0,2,2,2,0
2239,1,0,0,0,1,0,1,0,1,1,0,2,0,0,1,0
4051,0,0,0,1,1,0,1,0,0,1,0,1,2,2,1,1
3395,1,1,1,1,1,1,0,1,0,1,2,0,0,0,1,1
1265,0,0,0,1,1,0,1,0,0,1,2,3,2,0,3,0
483,1,1,0,1,0,1,1,1,0,1,0,2,2,1,1,0
4444,1,1,0,0,0,0,1,0,0,1,0,1,2,3,1,1
2963,0,0,0,1,1,0,0,1,0,1,0,3,2,1,1,1
1219,0,0,0,1,1,1,0,1,0,1,2,1,1,2,1,1
277,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0
988,1,0,0,1,0,1,1,0,1,1,2,1,2,1,3,0
2084,0,0,0,1,0,0,0,0,0,1,1,1,2,3,1,1
1245,0,0,0,0,1,1,0,1,0,0,0,0,2,0,2,1
2382,0,0,1,0,1,0,0,0,0,1,2,0,1,2,1,1
571,1,0,0,1,1,0,0,0,1,1,2,3,2,1,2,0
1435,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0
993,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
4554,1,0,1,1,1,1,0,1,0,1,0,2,0,1,3,1
3632,0,0,0,1,0,0,0,1,0,1,3,0,2,0,2,1
585,1,1,1,1,1,0,0,0,1,0,2,1,2,0,2,0
3526,0,0,0,0,1,1,0,0,0,0,2,1,2,2,2,0
3858,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1
2514,1,0,0,1,1,0,1,0,0,1,0,2,2,1,2,0
1349,1,0,0,1,1,1,1,0,1,1,0,2,0,3,3,0
1007,0,0,0,1,1,0,1,0,1,1,2,3,0,1,3,1
674,0,0,0,1,1,1,0,1,0,1,0,1,0,2,3,1
2412,1,0,1,1,1,1,0,1,0,1,1,1,1,3,3,1
2903,1,0,1,0,1,0,0,1,0,1,2,2,0,2,1,0
447,0,1,1,1,1,1,1,1,0,1,2,0,0,0,3,0
3659,1,0,1,0,1,0,0,0,0,1,2,2,0,2,3,1
4490,1,0,1,1,1,0,0,0,0,1,2,1,1,2,1,0
3904,0,0,0,1,1,1,0,1,0,1,0,0,2,0,0,1
359,1,0,0,1,0,1,1,0,1,1,0,2,2,3,1,0
2064,1,1,1,1,0,1,0,1,0,1,2,3,0,2,0,0
4559,0,0,0,1,1,0,1,1,0,0,2,3,0,3,1,0
4016,1,0,1,0,1,1,0,1,0,1,3,1,2,2,2,0
1690,1,1,0,0,0,0,1,0,0,1,1,2,0,1,0,1
4877,1,0,0,1,1,1,1,1,0,1,0,0,0,1,3,0
1548,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0
1247,1,1,0,1,1,0,1,0,0,1,1,2,2,1,0,0
1985,0,0,0,1,1,0,0,0,0,1,2,0,2,0,2,1
294,0,0,0,1,1,1,0,1,0,1,2,1,1,0,3,1
1547,1,0,0,1,1,1,0,0,0,1,2,1,2,1,2,0
2012,0,0,0,1,1,0,0,1,0,1,2,2,2,1,2,0
588,1,0,0,1,1,1,0,0,0,1,2,2,2,2,0,0
3329,0,0,0,0,1,0,1,0,0,1,1,2,2,3,1,0
2403,1,0,0,1,0,0,1,1,0,1,0,2,2,3,0,0
2129,1,0,0,1,1,0,1,1,0,1,2,2,0,1,1,1
4789,1,0,1,1,1,1,0,1,0,1,2,2,2,2,1,0
3508,1,0,0,1,0,1,1,0,1,1,0,3,2,1,2,1
2410,1,0,0,1,0,0,0,0,1,1,0,2,2,3,0,0
2719,0,0,0,0,1,0,0,0,0,1,0,1,2,3,0,1
4664,1,0,0,1,1,0,1,0,0,1,2,1,2,3,1,1
425,1,0,0,0,0,1,0,0,0,1,0,2,2,3,1,1
2582,1,0,0,1,0,1,1,0,1,1,2,0,2,1,3,0
1054,0,0,0,1,1,0,0,1,0,1,2,1,2,1,1,1
4666,1,0,0,1,1,1,1,1,0,1,2,2,0,0,3,1
4672,1,0,0,1,1,0,1,0,0,1,2,1,0,2,1,1
556,1,1,0,1,1,0,0,0,0,1,0,2,0,0,3,1
4765,0,1,0,1,0,0,1,0,0,1,2,2,2,1,2,1
2054,1,1,0,1,1,0,1,0,0,1,0,3,2,3,2,0
4828,0,0,0,1,1,0,1,1,0,1,0,1,0,2,1,1
2469,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0
4826,0,0,0,1,0,0,1,0,0,1,2,2,2,3,0,0
355,1,0,0,1,0,1,1,0,1,1,0,2,2,3,1,0
1193,0,1,1,1,0,0,1,0,0,1,2,0,2,1,2,0
1716,1,1,0,1,1,1,1,0,1,1,0,2,2,1,0,0
3416,1,0,0,1,1,0,0,1,0,1,0,2,2,2,0,0
2604,0,0,0,1,1,0,1,0,1,1,0,3,2,3,0,0
4231,1,1,0,1,1,0,0,1,0,1,2,3,2,0,2,1
2828,0,0,0,1,0,0,0,1,0,1,3,1,2,2,2,0
1704,1,0,0,1,0,1,1,1,0,1,2,3,2,3,2,0
2863,1,1,1,1,1,1,0,1,0,1,2,1,0,0,3,0
3930,1,0,0,1,0,0,1,0,0,1,3,3,2,1,2,0
2618,1,0,0,1,0,1,1,1,0,1,2,1,1,1,3,1
2400,0,1,1,1,1,0,0,1,0,1,0,1,2,1,0,0
2139,0,0,0,1,1,0,0,0,0,1,3,3,2,0,2,0
3239,1,0,0,0,1,0,0,0,1,1,2,1,0,2,0,0
2383,0,1,0,1,1,1,1,1,0,1,0,1,0,1,3,1
3218,1,0,0,0,1,0,0,1,0,1,3,2,2,3,2,0
3946,1,0,0,1,0,0,1,0,0,1,2,3,2,0,0,1
1285,0,0,0,1,1,1,0,0,1,1,2,1,1,2,3,1
4002,1,1,0,0,1,1,0,0,0,1,2,2,0,1,0,1
4047,0,0,1,0,1,1,0,0,0,1,0,2,1,0,1,0
4578,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1
2087,0,0,0,1,1,1,0,0,1,1,2,2,0,1,1,0
1889,1,0,0,1,1,1,1,0,0,1,2,3,0,3,3,1
3694,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1
1591,1,0,0,1,0,1,0,1,0,1,2,1,0,0,1,1
1346,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
4540,0,1,1,1,1,0,1,0,0,1,2,1,0,0,0,0
2162,0,1,0,1,1,0,0,0,0,1,2,0,2,0,2,0
2396,0,0,0,0,1,0,0,1,0,1,1,0,0,3,0,1
3842,0,0,0,1,1,0,1,1,0,1,0,3,2,1,1,1
2271,1,1,0,1,1,0,0,0,0,1,0,1,2,1,2,1
4600,0,1,0,0,1,0,1,0,1,1,2,0,2,3,1,0
3111,1,0,1,1,1,1,0,0,0,1,2,2,1,1,1,0
1137,0,0,0,1,1,1,0,0,0,1,3,0,1,0,3,1
592,1,1,0,1,0,0,0,0,0,1,0,2,2,3,0,0
972,1,0,0,0,1,0,0,0,0,1,3,2,2,1,2,0
795,1,1,0,1,1,0,0,1,0,1,0,1,2,0,2,1
3020,1,0,0,1,0,0,1,1,0,1,2,1,0,0,0,0
1711,1,0,0,1,1,0,0,0,1,1,3,1,2,2,2,1
3387,0,0,0,1,1,0,1,0,0,1,2,0,2,1,2,1
36,1,0,0,1,1,1,0,0,0,1,2,3,1,1,3,0
453,1,1,0,1,1,0,1,1,0,1,0,3,2,3,0,1
913,0,1,0,1,1,0,0,0,1,1,0,2,2,1,2,0
4190,1,0,0,0,1,0,0,1,0,1,2,0,2,2,0,1
1199,1,0,1,1,1,0,0,1,0,1,2,3,2,3,2,0
1274,0,0,0,1,1,1,1,1,0,1,1,2,2,3,1,1
2375,1,1,0,1,0,0,1,0,0,0,2,1,2,0,3,0
37,1,0,0,0,0,0,1,0,1,1,2,3,2,3,2,0
974,1,0,0,1,0,1,1,0,0,1,2,3,0,1,1,0
3195,1,1,0,1,1,1,1,1,0,1,2,2,0,0,1,1
983,1,0,0,1,1,0,1,0,0,1,1,1,2,3,2,1
3297,0,0,0,1,1,0,0,1,0,0,2,1,2,2,0,1
4183,1,0,0,1,1,1,1,1,0,0,2,2,0,2,3,1
1418,1,1,0,1,1,0,0,0,0,1,3,1,2,3,2,1
3332,0,0,1,0,0,1,1,1,0,1,0,3,0,0,3,0
1560,0,1,0,1,1,1,0,1,0,1,2,0,2,2,1,1
39,0,1,1,0,1,1,0,1,0,1,2,0,0,2,0,1
1486,0,0,0,1,1,0,1,1,0,1,2,1,2,2,2,1
4095,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0
169,1,0,0,0,0,0,1,0,0,1,0,3,0,3,1,0
1355,1,0,0,1,1,0,1,1,0,1,2,1,2,2,2,1
2785,0,0,0,1,1,1,0,1,0,1,1,2,1,3,3,1
3831,0,0,0,1,1,1,0,0,0,1,0,3,0,1,3,1
4865,0,0,0,1,1,0,0,1,0,1,0,1,2,0,1,1
3720,1,0,0,1,1,1,1,0,0,1,2,3,0,0,1,0
3612,0,0,0,1,1,1,0,1,0,1,2,1,0,0,1,0
987,1,0,0,0,0,1,0,0,0,1,3,3,2,3,2,0
2682,0,0,0,1,1,1,0,0,1,0,0,1,2,0,1,1
4820,1,0,1,1,0,1,0,1,0,1,1,3,0,3,3,0
4162,1,0,0,1,0,0,1,0,0,1,2,1,2,3,0,0
1640,0,0,0,1,1,0,0,0,0,1,2,3,2,0,2,0
1290,1,1,0,1,1,0,1,0,1,1,2,3,2,0,0,1
3681,1,0,0,1,0,0,1,1,0,0,3,3,2,1,2,0
1380,1,1,1,1,1,1,1,0,0,1,2,1,2,1,1,0
1933,1,1,0,0,1,0,0,0,0,1,1,2,2,3,2,1
579,1,0,0,0,1,1,1,1,0,1,1,2,2,3,0,0
4361,1,0,0,1,1,1,1,1,0,0,3,1,2,1,2,0
3160,1,0,0,1,1,1,1,1,0,1,2,2,0,2,0,0
2030,1,0,0,1,1,1,0,1,0,1,0,2,2,3,0,0
892,0,1,0,1,1,1,1,0,0,1,2,2,2,3,2,0
4127,1,0,0,1,0,1,1,1,0,1,0,2,0,3,3,0
780,0,0,0,1,1,1,1,0,1,0,2,1,2,1,1,1
159,0,0,0,1,1,1,0,1,0,1,0,0,0,2,1,0
2,1,0,0,1,0,1,0,0,0,1,2,2,0,0,1,0
2263,0,0,0,1,1,0,0,1,0,1,0,1,0,2,0,1
3216,0,0,0,1,1,1,1,0,1,1,1,2,0,3,3,0
2109,0,0,0,1,0,1,0,1,0,1,0,0,1,0,3,1
849,1,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0
2737,0,0,0,1,0,0,1,0,0,1,1,1,2,1,0,0
2466,1,0,1,1,1,0,0,0,0,1,0,1,1,2,3,1
3897,1,0,0,1,1,1,0,0,0,1,2,2,0,3,1,0
3849,1,0,0,1,1,1,0,1,0,1,3,2,2,1,0,1
1596,0,0,0,1,1,0,1,1,0,1,2,1,0,2,1,1
1776,0,0,0,1,1,0,1,1,0,1,0,3,0,0,1,1
1913,1,1,0,1,0,1,0,0,0,1,0,3,2,1,1,0
1043,1,0,1,1,1,0,0,0,0,1,2,1,0,2,3,0
4829,0,0,0,1,1,1,1,0,0,1,0,2,2,1,1,1
1544,0,0,0,1,1,1,0,1,0,1,0,2,0,2,1,1
2736,1,0,0,1,1,1,0,0,0,1,2,0,0,2,1,0
3907,0,0,0,1,1,0,0,0,1,1,2,2,2,2,0,1
4748,1,0,0,1,1,1,0,0,0,1,2,2,2,3,3,0
53,1,0,0,0,0,1,0,1,0,1,2,3,2,3,0,0
1796,1,0,0,1,1,1,1,0,0,1,2,1,2,0,0,0
3588,0,0,0,1,1,1,0,0,0,1,0,3,0,1,3,1
1911,0,0,0,0,1,0,0,1,0,1,0,3,1,2,1,1
2306,0,1,0,1,1,0,0,1,0,1,2,2,0,2,1,0
2553,1,1,0,0,1,0,0,0,0,1,2,2,0,2,3,1
2800,1,0,0,1,0,1,1,0,1,1,0,0,1,1,3,0
936,0,0,0,1,0,1,1,1,0,1,0,2,0,1,1,0
4229,1,0,0,1,1,0,1,1,0,1,1,3,2,3,0,0
824,0,0,0,0,1,0,0,0,0,1,2,1,0,2,3,0
4850,0,1,0,1,1,1,0,0,1,1,2,1,0,1,1,0
3178,1,0,0,1,1,0,0,1,0,1,2,3,2,1,2,1
3401,0,0,0,1,1,1,1,1,0,1,2,2,0,2,1,1
1389,0,0,0,0,1,0,1,0,1,1,0,1,2,1,0,1
3564,1,0,1,1,1,1,0,0,1,1,2,1,1,0,3,1
4995,0,0,0,1,1,0,0,0,0,1,0,1,2,2,2,1
884,1,1,0,1,1,0,1,0,0,1,2,0,0,3,0,0
4011,0,0,0,0,1,1,0,1,0,0,2,1,2,2,0,1
3646,1,0,0,1,0,1,1,0,0,1,0,0,2,1,1,0
3731,0,0,0,1,1,1,0,1,0,0,2,3,0,2,1,1
1607,1,1,1,0,1,1,0,0,0,1,2,1,2,2,0,1
1594,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0
771,1,1,0,1,0,0,1,0,0,1,0,3,2,3,2,0
2611,1,0,0,0,1,1,0,1,0,1,0,3,2,1,0,1
3782,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0
4767,1,0,0,0,1,0,0,1,0,1,0,3,2,3,0,1
2273,0,1,0,1,1,0,0,0,0,1,2,1,2,3,0,0
1868,1,0,0,1,1,0,0,1,0,1,3,2,2,1,2,1
1085,0,0,0,0,1,0,0,1,0,1,0,1,1,2,1,1
10,1,1,0,1,1,0,0,0,0,1,2,2,2,1,2,0
3807,1,0,0,0,0,0,1,1,0,1,2,0,2,3,1,0
1325,1,0,0,1,0,1,1,1,0,1,2,2,2,3,1,0
3390,1,0,0,0,1,1,0,1,0,1,0,0,2,0,1,0
1463,0,0,0,1,1,0,1,0,0,1,2,3,0,2,1,1
806,1,1,1,0,1,0,1,0,0,1,2,0,1,2,3,0
3937,1,0,1,0,0,0,1,0,0,1,1,1,0,3,3,1
4424,1,1,0,1,0,0,0,1,0,1,2,3,2,3,0,0
3976,0,1,0,1,1,1,1,1,0,1,1,2,2,3,3,1
2108,1,0,0,0,0,0,1,0,0,1,1,1,2,3,0,1
4340,1,0,0,1,1,0,1,0,0,1,2,3,2,2,2,0
5075,0,1,0,1,1,0,1,0,0,1,2,1,0,1,3,0
2234,1,1,1,1,0,1,1,1,0,1,2,3,0,0,3,0
3211,1,0,0,0,1,1,0,1,0,1,3,3,2,2,2,0
963,0,0,0,1,1,1,0,0,1,1,0,1,0,3,3,0
3415,0,0,0,1,1,1,1,1,0,1,0,3,2,2,1,0
3957,1,0,0,1,1,1,0,1,0,1,2,1,1,2,3,1
398,0,0,0,1,1,0,1,0,0,1,0,3,0,1,3,0
2632,1,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0
4969,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
2996,1,0,1,1,1,1,0,1,0,1,0,2,1,0,3,0
704,1,0,0,1,1,1,0,0,1,1,0,2,0,1,1,0
431,1,0,0,1,0,0,1,0,0,1,2,1,2,3,0,0
4781,1,0,0,1,1,0,1,0,0,1,2,1,2,1,3,1
292,1,1,0,1,1,1,0,1,0,1,2,2,2,1,0,0
4985,0,0,0,0,1,0,0,0,0,1,0,3,2,0,2,0
145,0,0,0,1,1,1,0,1,0,1,2,1,1,0,3,1
5106,0,0,0,0,1,0,0,1,0,1,0,3,1,2,1,1
2033,1,0,1,1,1,1,1,1,0,1,3,1,1,3,3,1
3741,1,0,0,0,1,0,0,1,0,1,3,1,0,1,1,1
4310,1,1,0,1,1,0,0,0,0,1,2,2,2,3,0,1
1165,0,0,1,1,0,1,1,1,0,1,1,2,0,3,3,0
3500,0,0,0,0,0,1,0,0,1,1,1,2,0,3,3,1
2050,1,0,0,1,1,0,0,0,0,0,2,0,2,2,2,0
3760,0,1,0,1,1,0,0,0,0,1,0,1,2,3,3,0
2624,0,0,0,1,0,0,1,0,0,1,2,3,2,1,2,1
4529,1,0,0,1,0,1,0,1,0,1,2,2,0,1,3,0
339,0,0,1,0,1,1,1,1,0,1,2,1,1,0,3,1
4899,0,0,0,0,1,1,0,0,0,1,3,0,2,0,2,0
3872,0,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0
2973,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0
265,0,0,0,1,1,0,0,0,0,1,2,1,0,2,1,1
2424,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1
1262,1,0,0,1,1,0,1,1,0,1,0,1,2,1,0,1
1771,1,1,0,0,1,0,1,0,0,1,2,3,0,3,0,1
3511,1,0,0,1,1,0,0,0,0,1,3,2,2,1,2,1
271,1,0,0,1,1,1,0,1,0,1,0,1,2,2,1,1
696,1,1,0,1,1,0,1,1,0,1,2,1,2,0,0,0
747,0,0,0,0,1,0,1,0,0,0,2,1,0,3,3,0
244,1,0,0,0,0,0,1,0,0,1,0,3,0,1,0,0
317,1,0,0,1,1,0,1,1,0,1,1,1,2,3,0,1
476,0,0,0,1,0,1,1,1,0,1,2,1,0,1,1,0
2032,1,0,0,0,1,0,1,0,0,1,1,2,2,3,1,1
957,0,0,0,1,1,0,0,1,0,1,2,1,2,2,1,1
4023,0,0,0,1,0,1,1,1,0,1,0,2,2,3,3,1
813,1,0,0,1,1,0,1,1,0,1,0,2,2,0,0,1
4274,0,0,0,1,1,0,0,1,0,1,3,3,2,3,2,1
1914,1,0,1,1,1,1,1,1,0,1,2,3,2,2,0,0
3810,1,1,1,1,1,0,1,0,0,1,2,1,2,0,0,0
4713,0,0,0,1,1,0,0,0,1,1,2,3,2,3,2,0
3487,0,0,0,1,0,1,1,1,0,1,0,1,2,1,0,0
1297,1,0,0,1,1,1,1,1,0,1,2,3,2,1,3,1
4166,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
1804,0,0,0,1,1,1,0,1,0,1,2,3,2,2,1,0
758,0,0,0,1,1,0,1,1,0,1,2,3,2,0,0,1
250,0,0,1,1,1,0,0,0,0,1,2,1,0,0,1,0
2461,1,0,0,1,0,0,0,0,0,1,2,1,0,1,1,1
545,1,1,1,1,1,1,0,1,0,1,2,1,2,2,1,0
3241,1,0,0,0,0,1,1,0,0,1,2,1,2,1,1,1
738,1,1,0,0,1,0,1,0,1,1,1,2,2,3,2,1
310,1,1,0,1,1,0,0,0,0,1,0,3,2,3,2,0
3985,1,0,1,1,1,1,0,0,0,1,2,1,0,0,1,1
2941,0,0,0,1,1,0,1,1,0,1,0,0,0,2,1,1
1131,0,0,0,0,1,1,0,0,1,0,2,1,2,3,0,0
1449,1,1,0,1,1,0,0,0,0,1,2,1,2,0,2,1
5038,0,0,0,0,1,0,1,0,0,1,3,2,2,1,2,0
15,1,1,0,1,1,0,1,1,0,1,0,0,0,1,3,1
3232,1,0,1,1,1,1,0,0,0,1,2,3,0,2,1,1
2769,0,0,0,0,1,0,0,0,0,1,2,1,2,0,0,0
3468,0,0,0,0,0,0,0,0,0,1,2,2,1,0,3,0
920,0,0,0,1,1,1,0,1,0,1,2,3,2,1,1,0
3029,1,0,0,0,0,1,1,1,0,1,0,1,1,1,3,1
1372,1,1,0,1,0,0,1,1,0,1,0,2,0,3,3,1
3587,1,0,0,1,1,0,0,0,1,1,3,1,2,2,2,1
2544,1,0,0,1,0,1,1,1,0,1,0,3,2,3,0,0
3598,0,0,0,1,1,1,0,1,0,1,0,0,2,1,0,1
38,1,0,0,1,1,1,1,1,0,1,0,2,2,2,0,1
363,1,1,0,1,0,0,1,0,0,1,0,2,2,0,0,0
5115,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
182,1,0,0,0,0,1,0,0,0,1,1,2,1,3,3,0
3033,0,0,0,1,1,0,0,0,1,1,2,3,2,1,2,0
2983,0,0,0,1,1,1,0,1,0,1,0,3,0,2,1,0
1194,0,0,0,1,1,1,1,0,0,1,2,2,0,3,1,1
2852,0,0,0,1,1,0,0,1,0,1,2,0,0,2,1,1
3970,0,0,0,1,1,1,0,1,0,1,2,0,1,0,1,0
1121,1,0,0,0,1,1,0,1,0,1,3,2,2,2,2,1
5036,0,0,0,0,1,0,1,0,0,1,0,1,2,1,3,0
2235,0,0,0,1,1,0,0,0,0,1,2,1,0,2,1,1
2667,0,0,0,1,0,0,1,0,0,1,2,1,2,0,1,1
4436,0,0,0,1,1,0,1,0,1,1,2,2,2,3,2,0
3223,1,0,0,0,1,0,0,0,1,1,2,2,2,2,0,1
1182,1,1,0,1,1,0,1,0,0,1,0,1,2,3,1,1
4287,1,0,0,1,1,0,0,0,0,1,3,3,2,1,2,0
4400,1,1,0,0,1,0,0,0,0,1,2,0,2,2,0,0
614,0,0,0,1,1,0,0,0,0,1,0,2,0,2,3,0
5027,1,0,0,1,1,0,1,0,0,1,1,3,2,1,2,0
1466,0,0,1,1,1,1,1,1,0,1,2,3,2,0,3,0
401,1,0,0,1,1,1,1,1,0,1,0,1,2,0,3,1
3042,0,0,0,0,0,0,1,0,0,1,2,1,0,0,3,1
934,1,0,0,1,0,1,0,1,0,1,0,1,0,1,3,0
2419,0,0,0,1,1,1,0,0,1,1,0,0,2,2,1,0
4165,1,0,0,0,1,1,0,1,0,0,3,1,2,2,2,0
4624,0,0,1,0,1,0,0,0,0,1,1,3,1,3,3,1
2641,0,0,0,0,1,0,0,0,0,1,0,3,0,1,2,1
4155,1,0,1,0,1,0,0,0,0,1,2,1,1,0,3,0
726,1,0,1,0,1,1,0,0,0,1,3,3,1,0,3,1
826,1,0,0,0,1,1,1,0,0,1,3,3,2,0,2,0
1521,1,0,0,0,1,0,1,1,0,1,0,3,2,3,1,0
4861,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
2930,1,1,0,1,0,0,1,1,0,1,2,1,2,0,0,1
136,0,1,0,1,1,0,0,0,0,1,2,1,2,2,2,1
3590,1,1,0,1,1,0,1,0,0,1,2,1,2,0,3,0
628,0,1,0,1,1,0,1,0,0,1,0,0,2,3,0,0
334,1,1,1,0,1,1,0,1,0,1,3,2,1,3,3,0
3853,1,0,0,1,1,1,0,1,0,1,0,2,1,3,3,0
390,0,0,0,1,0,1,1,1,0,1,1,3,0,3,3,0
4494,0,0,0,1,0,1,1,0,1,1,2,2,2,3,3,0
4994,0,1,0,1,0,1,1,1,0,1,0,2,0,1,3,0
4039,0,1,0,1,1,1,0,0,0,1,0,3,2,1,0,1
1817,1,0,0,1,1,0,1,0,0,1,2,3,0,0,1,1
400,0,0,0,1,0,1,0,1,0,1,2,3,0,2,0,0
710,0,0,0,1,0,0,0,0,0,1,3,3,2,1,2,0
1039,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1
777,0,0,1,1,1,0,1,0,0,1,2,1,2,0,1,0
3359,0,0,0,0,1,1,1,0,1,1,2,2,2,3,0,1
46,0,0,0,0,1,0,1,1,0,1,2,3,0,0,1,0
1561,1,1,1,1,1,0,1,0,0,1,2,1,2,3,3,0
